,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53,random_model_n54,random_model_n55
412,0,1,1,1,0,5,3,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,0,2,0,5,3,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1
413,0,0,2,2,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,3,1,4,6,6,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0
414,0,1,1,1,0,5,3,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,0,2,0,5,3,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
415,0,1,1,3,3,1,2,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,0,2,4,0,4,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1
416,0,1,1,3,1,3,6,1,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,0,2,3,2,3,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
417,0,0,0,0,1,3,6,2,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,0,2,3,2,2,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1
418,0,0,2,2,4,4,4,0,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,3,1,4,6,6,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1
419,0,1,1,1,0,5,1,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,2,1,0,5,1,7,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1
420,0,1,1,3,3,1,3,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,0,2,0,5,3,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1
421,0,1,1,3,3,1,3,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,0,2,0,5,3,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
422,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,0,1,0,2,1,0,2,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0
423,0,0,2,2,1,2,5,7,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,2,1,3,2,5,4,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1
424,0,1,1,1,0,5,1,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,2,1,0,5,1,7,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0
425,0,0,2,2,1,2,5,7,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,2,1,3,2,5,4,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1
426,0,1,1,3,3,1,3,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,0,2,0,5,3,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0
427,0,1,1,3,3,1,3,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,0,2,0,5,3,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
428,0,0,0,0,1,3,6,1,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,0,2,3,2,3,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1
429,0,1,1,3,3,1,2,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,0,2,4,0,4,5,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0
430,0,1,1,3,1,3,6,1,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,0,2,3,2,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
431,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,0,2,1,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0
432,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,0,2,1,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1
433,0,1,1,1,0,5,3,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,0,2,0,5,3,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1
434,0,1,1,1,0,2,1,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,2,1,3,2,1,7,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0
435,0,0,0,0,2,0,0,4,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,3,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
436,0,1,1,1,0,5,1,6,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,2,6,2,0,1,2,1,0,5,1,7,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
437,0,1,1,3,0,5,3,1,12,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,2,0,0,1,0,2,3,2,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0
438,0,0,2,2,4,0,4,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,3,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1
439,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,0,2,1,0,2,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0
440,0,1,1,1,1,2,5,7,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,2,1,3,2,5,4,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
441,0,1,1,3,1,3,6,1,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,1,0,2,3,2,3,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
442,0,0,2,2,1,2,5,7,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,2,1,3,2,5,4,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1
443,0,0,0,0,1,3,6,2,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,0,2,3,2,2,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
444,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,0,2,1,0,2,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1
445,0,1,1,1,0,5,1,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,2,1,0,5,1,7,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1
446,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,3,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
447,0,0,2,2,4,0,4,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,3,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0
448,0,0,0,0,1,3,6,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,1,0,2,3,2,3,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
449,0,1,1,1,0,2,1,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,2,1,3,2,1,7,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0
450,0,1,1,1,0,2,1,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,2,1,3,2,1,7,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
451,0,1,1,3,3,1,2,5,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,0,2,4,0,4,5,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0
452,0,0,2,2,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,3,1,4,6,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
453,0,0,2,2,1,2,5,7,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,2,1,3,2,5,4,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1
454,0,1,1,3,1,3,6,1,4,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,0,2,3,2,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1
455,0,1,1,3,3,1,2,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,0,2,4,0,4,5,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
456,0,1,1,1,0,5,3,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,0,2,0,5,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0
457,0,1,1,1,0,5,3,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,2,1,0,5,1,7,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
458,0,1,1,1,0,5,1,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,2,1,0,5,1,7,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1
459,0,0,2,2,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,3,1,4,6,6,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1
460,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,3,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0
461,0,1,1,1,0,5,1,6,-1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,2,1,0,5,1,7,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0
462,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,3,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1
463,0,1,1,3,3,1,3,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,0,2,0,5,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1
464,0,0,0,0,2,0,0,4,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,0,2,1,0,2,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
465,0,1,1,1,0,5,1,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,2,1,0,5,1,7,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1
466,0,1,1,1,0,5,3,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,0,2,0,5,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0
467,0,0,0,0,2,3,6,2,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,0,2,3,2,2,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1
468,0,0,2,2,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,3,1,4,6,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
469,0,1,1,1,0,5,3,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,2,1,0,5,1,7,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1
470,0,1,1,1,0,5,1,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,2,1,0,5,1,7,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1
471,0,0,0,0,2,0,0,4,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,3,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0
472,0,1,1,3,3,1,2,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,0,2,0,5,3,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
473,0,1,1,3,3,1,3,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,0,2,0,5,3,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1
474,0,1,1,1,0,5,1,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,2,1,0,5,1,7,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
475,0,1,1,3,3,1,2,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,0,2,4,0,4,5,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1
476,0,0,2,2,4,4,4,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,1,3,1,4,6,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
477,0,1,1,3,3,1,2,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,0,2,4,0,4,5,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
478,0,1,1,3,3,1,2,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,0,2,4,0,4,5,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
479,0,0,2,2,4,0,4,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,3,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1
480,0,1,1,1,0,5,1,6,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,2,1,0,5,1,7,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0
481,0,1,1,1,0,2,1,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,2,1,3,2,1,7,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1
