,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53
348,0,0,2,0,4,5,2,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,0,1,3,4,7,0,2,1,2,1,1,0,1,0,0,0,0,1,0,1,0,1,1,2,1,2,1,0,1,1,0,2,2,1,2,2,0,0,1,2,1,1,1,0,2,0,0,2,1,2,2,2,1,2,0,0,0,0,2,2
349,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,1,0,1,1,1,0,1,1,1,2,2,0,1,2,0,0,2,1,0,0,2,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,1,2,0,1,0,0,2,1,2,2,1,0,1,0,0,1
350,0,1,1,3,1,3,1,0,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,2,3,4,0,5,1,0,1,0,2,0,0,0,2,0,0,2,1,0,2,0,2,0,0,2,0,2,1,2,2,0,1,1,0,1,0,0,2,1,2,1,2,0,1,0,2,2,1,1,0,0,1,2,1,2,2,1,2,0,0
351,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,0,1,1,1,0,1,1,1,2,0,2,1,0,2,1,1,2,1,2,0,1,2,0,1,1,2,1,2,1,0,0,0,2,0,0,1,0,1,0,1,2,1,2,2,1,1,2,0,2,0,1,1,2,2,1,2,1,2,1
352,0,0,0,2,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,1,0,5,6,6,0,1,1,1,0,0,0,1,2,0,1,0,2,1,2,1,2,2,2,0,2,1,1,2,2,1,1,0,0,1,0,2,0,0,0,2,1,0,0,2,2,0,0,0,2,0,0,0,0,1,0,2,2,2,1
353,0,1,1,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,2,2,1,0,2,0,2,0,0,2,0,2,2,1,1,2,1,1,1,0,2,0,0,2,0,1,0,2,1,0,1,0,0,0,2,1,0,1,0,1,1,2,0,1,2,1,0,1,0,1,0,2,0,1,0,2,0
354,0,0,2,0,3,5,2,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,0,4,2,3,3,0,2,0,2,1,1,0,2,2,0,1,0,2,1,2,1,2,2,2,0,1,2,1,2,2,1,2,1,2,2,0,1,0,0,2,1,1,1,1,2,2,2,0,1,2,0,1,0,1,1,2,1,1,0,2
355,0,1,1,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,2,2,1,0,2,1,1,2,0,0,0,2,0,0,0,0,1,2,1,2,0,2,0,2,0,0,2,2,1,2,1,2,2,2,0,0,0,1,1,1,0,1,2,0,0,0,0,0,2,2,2,0,1,2,0,0,2
356,0,1,1,3,1,3,1,0,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,4,5,4,1,0,2,1,2,0,2,1,2,0,0,1,0,2,1,2,1,1,0,0,1,2,2,2,1,1,2,2,1,0,0,2,2,2,2,0,0,0,1,2,2,1,2,0,1,0,0,1,1,2,2,2,1,1,0
357,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,0,1,1,1,0,1,2,0,1,2,0,1,2,0,2,2,0,0,2,1,2,0,2,0,2,1,0,2,1,0,1,0,1,1,1,1,1,2,2,0,2,0,1,0,2,1,0,0,2,0,1,2,1,0,1,0,0,1,2
358,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,2,3,4,0,5,1,0,0,1,2,2,0,0,0,2,2,0,1,2,1,1,0,1,2,2,2,1,1,1,1,2,2,0,0,1,2,2,0,1,2,1,2,2,1,1,1,2,0,2,1,1,0,0,0,0,0,1,1,0,0
359,0,1,1,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,2,2,1,0,2,1,1,2,1,2,2,1,0,0,1,1,1,1,0,2,2,1,1,1,2,1,1,1,2,2,1,2,0,1,2,0,0,0,1,0,0,2,0,0,0,0,1,0,2,2,2,1,0,1,2,0,0
360,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,4,5,4,1,0,1,2,0,1,0,1,2,0,1,0,2,0,0,2,2,0,2,0,2,1,1,0,0,1,0,0,2,2,2,0,0,1,2,2,1,1,1,1,0,1,1,2,1,2,2,2,1,2,1,2,2,1,0
361,0,0,0,2,4,5,2,4,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,0,1,3,4,7,0,2,2,0,2,0,2,1,0,2,2,1,1,0,0,0,0,0,1,0,2,2,0,1,1,0,2,2,1,2,1,0,1,0,1,1,1,0,2,0,1,0,0,1,2,0,2,0,0,0,2,1,1,0,0
362,0,0,2,0,3,2,3,2,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,4,2,3,0,0,2,2,0,0,1,0,0,1,0,1,2,1,1,1,2,2,0,2,1,1,0,2,0,2,1,1,1,0,2,0,2,2,1,2,1,2,0,2,1,1,0,1,1,2,1,0,1,0,0,1,0,0,1,0
363,0,1,1,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,2,2,1,0,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,1,1,1,1,1,0,0,0,2,2,2,2,0,1,2,0,0,1,2,2,1,2,1,1,0,2,2,1,2,2,1,2,0,2
364,0,1,1,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,2,2,1,0,0,2,2,2,1,1,2,0,2,2,2,0,0,2,2,0,2,0,0,2,1,1,0,0,2,2,1,0,1,0,2,1,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,2,1
365,0,0,2,0,4,4,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,0,5,6,6,0,1,0,1,0,1,0,2,2,1,0,2,1,1,0,1,1,0,0,2,1,1,1,1,1,0,2,1,0,0,2,0,2,2,2,2,2,1,0,2,2,1,2,1,1,1,0,1,2,2,2,2,0,1,0
366,0,0,2,0,4,4,0,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,0,5,6,6,0,1,0,1,1,1,0,2,2,1,0,2,1,1,0,0,2,2,1,1,0,0,0,0,2,0,1,2,0,0,0,1,1,1,2,2,0,1,2,0,2,2,1,1,1,1,0,2,0,2,0,2,2,1,2
367,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,0,5,4,1,0,2,1,0,2,2,1,1,2,2,1,2,0,1,1,1,0,2,1,2,2,2,0,0,2,2,1,1,0,0,2,2,0,2,2,0,2,0,1,2,2,2,2,0,2,2,1,2,0,2,0,1,2,1
368,0,0,2,0,3,5,2,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,4,2,3,3,0,2,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,1,0,1,2,1,2,0,0,2,2,0,2,1,2,2,0,1,1,1,0,2,0,1,1,2,2,0,2,2,1,1,0,2,2,1,0,0,0
369,0,1,1,3,1,3,1,0,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,2,3,4,0,5,1,0,2,0,2,2,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,2,0,1,2,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,2,0,2,0,0,2,2,2,0,0,0,0
370,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,1,0,1,1,1,0,1,2,2,0,0,2,1,1,2,1,1,1,2,0,2,0,2,2,2,1,0,2,0,1,2,1,0,2,2,0,1,2,2,1,0,0,0,1,2,1,2,2,2,0,0,0,1,2,1,1,2,2,1,1
371,0,1,1,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,1,2,2,0,5,4,1,0,0,2,0,1,0,1,0,1,0,0,2,2,0,1,2,1,2,1,0,0,2,2,2,0,2,0,0,0,0,2,1,2,2,1,0,2,1,2,1,0,1,1,1,2,0,2,2,2,1,2,0,0,0
372,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,0,1,1,1,0,1,2,2,0,2,2,1,2,1,1,1,2,0,1,2,1,1,0,0,1,1,1,0,2,1,2,1,0,2,2,1,1,0,1,2,0,1,1,0,0,2,1,1,1,2,2,0,1,0,0,2,0,1,0
373,0,1,1,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,1,2,2,0,5,4,1,0,0,2,2,0,1,0,2,2,0,0,1,0,1,1,2,1,0,2,2,1,2,1,2,0,2,2,2,0,2,2,0,1,0,0,1,0,2,1,2,1,1,2,2,1,1,1,0,2,0,0,1,0,0
374,0,0,2,0,4,5,2,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,0,1,3,4,3,0,2,0,0,1,0,1,2,0,0,0,0,0,1,0,2,1,1,1,1,2,1,1,1,2,2,2,0,1,1,1,1,2,2,0,2,2,0,1,2,2,2,1,0,1,1,2,0,0,2,0,2,2,1,2
375,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,2,0,5,4,1,0,0,1,2,2,0,2,0,0,0,2,1,0,1,0,0,2,2,2,0,1,2,0,2,0,1,0,1,0,0,0,0,1,1,1,2,1,1,0,2,0,1,2,2,2,2,0,1,0,2,2,2,1,0
376,0,0,2,0,4,4,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,0,5,6,6,0,1,0,1,0,2,1,1,0,0,2,1,2,2,1,1,2,1,1,1,1,1,2,0,0,1,0,1,1,0,0,1,2,0,0,0,2,2,2,1,0,0,1,1,1,1,1,0,1,0,0,2,1,0,0
377,0,1,1,3,1,3,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,2,3,4,0,5,1,0,1,1,0,2,1,1,2,1,1,0,0,0,2,0,0,0,1,1,0,0,1,0,2,2,2,1,2,1,2,0,0,0,1,0,1,1,2,1,2,0,1,2,2,0,2,1,2,0,1,1,1,1,2
378,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,0,1,1,1,0,1,1,0,1,2,0,1,0,0,0,1,2,2,0,0,2,0,2,1,2,2,0,0,0,0,0,0,1,0,1,1,1,0,2,0,2,2,2,2,2,1,0,1,0,2,1,1,2,0,2,0,0,2,1
379,0,0,0,2,2,0,4,4,-1,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,0,0,1,3,4,7,0,2,0,2,1,2,2,1,0,1,2,0,2,2,0,0,0,2,1,0,1,0,2,2,0,2,2,0,0,1,1,0,0,1,0,2,1,0,0,1,0,2,1,2,2,1,2,2,0,2,1,2,0,2,1
380,0,0,0,2,2,0,6,5,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,0,1,1,1,0,-1,0,0,2,1,1,0,1,2,0,1,1,2,1,2,2,2,1,2,1,2,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,1,1,1,2,1,2,0,1,2,0,2,2,2,1,0
381,0,0,2,0,4,5,2,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,0,1,3,4,7,0,2,0,2,2,2,2,2,2,2,2,0,1,2,1,0,2,0,2,0,1,0,1,1,0,2,1,0,1,1,0,0,0,1,2,1,0,0,0,0,2,0,0,0,1,2,0,2,1,2,1,1,1,2,0
382,0,1,1,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,2,2,1,0,1,1,0,0,2,0,2,2,2,0,2,0,2,1,2,2,1,1,2,1,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,2,2,2,0,1,1,0,0,1,1,2,2,0,2,1,2
383,0,0,0,2,2,0,6,5,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,0,1,1,1,0,1,1,0,1,2,0,0,1,1,2,2,2,1,0,0,2,0,2,0,0,1,1,0,2,0,0,1,2,0,2,0,0,0,0,1,1,1,2,1,0,2,0,0,2,0,2,1,2,2,0,2,0,1,0
384,0,1,1,1,0,1,5,3,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,1,3,2,0,2,2,1,0,1,0,0,0,0,2,2,1,1,1,2,0,2,2,0,1,2,0,2,1,0,0,2,2,1,2,1,1,1,2,2,1,0,0,1,0,0,1,2,2,1,0,2,2,2,0,1,1,1,2,2,1,0
385,0,0,2,0,3,5,2,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,4,2,3,3,0,2,0,2,2,0,1,2,0,1,0,0,0,2,0,1,2,2,1,0,2,1,0,0,2,1,1,2,1,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,2,1,2,2,2,2,2,2
386,0,0,2,0,3,2,3,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,4,2,3,3,0,2,0,1,0,0,2,2,1,0,1,0,2,0,1,2,0,0,0,2,1,2,0,2,1,2,2,2,1,2,0,1,1,2,0,2,0,2,2,1,2,0,1,1,2,2,0,0,0,1,0,0,0,0,0
387,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,4,5,4,1,0,2,1,2,2,1,2,0,0,0,0,1,2,0,2,0,1,2,1,0,0,1,0,1,2,1,1,2,2,2,0,0,0,1,0,2,1,2,2,1,1,1,2,0,0,2,0,1,2,1,1,2,0,1
388,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,0,1,1,1,0,1,0,2,2,2,1,2,0,1,0,2,1,2,0,2,1,0,2,0,0,2,0,0,0,2,1,1,0,2,0,1,0,2,1,2,1,2,1,2,2,2,1,1,1,0,0,0,0,2,0,0,2,2,2
389,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,0,1,1,1,0,1,2,0,0,1,2,2,0,0,2,2,2,2,0,2,1,1,2,1,2,0,1,2,0,0,2,0,0,1,0,2,1,0,0,2,2,0,2,1,2,1,1,1,0,1,0,1,1,2,2,2,2,0,1
390,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,1,0,1,1,1,0,1,0,1,2,1,1,2,2,0,2,0,2,0,2,2,2,2,0,1,2,0,1,2,0,1,2,2,1,2,0,1,2,2,2,1,0,2,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,2,0
391,0,0,2,0,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,4,2,3,3,0,2,0,0,1,2,2,0,0,0,0,0,1,1,0,1,1,2,2,2,2,1,1,2,0,2,2,2,2,1,0,0,2,1,0,0,0,0,1,1,0,0,1,1,1,2,1,2,0,2,0,2,0,2,1
392,0,0,2,0,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,4,2,3,3,0,2,0,0,1,2,2,0,1,1,1,2,0,1,2,0,0,0,2,0,2,2,0,1,2,0,0,1,0,0,2,1,2,1,1,1,2,2,0,0,1,1,2,0,2,2,0,1,0,1,1,1,1,0,1
393,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,0,1,1,1,0,1,2,2,2,2,2,2,0,2,0,1,1,0,2,0,1,1,1,0,0,1,0,1,1,0,2,2,2,0,1,2,0,2,0,2,2,2,1,0,2,1,1,1,1,0,2,2,1,1,2,0,2,0,0
394,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,4,5,4,1,0,0,2,0,0,1,0,2,0,1,0,1,1,0,0,1,2,1,0,1,2,1,0,1,1,1,1,1,0,0,2,0,1,2,2,0,2,0,2,0,2,0,0,2,2,1,2,2,2,1,2,2,1,0
395,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,2,0,2,1,1,1,0,2,0,1,0,2,2,1,2,0,0,1,0,2,1,2,2,2,0,0,1,2,0,0,1,2,1,1,1,2,2,1,0,1,0,0,1
396,0,0,2,0,4,5,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,0,1,3,4,7,0,2,2,2,0,0,1,0,2,2,2,2,2,0,2,0,1,0,1,1,0,2,1,2,2,2,0,2,1,2,1,0,1,0,0,0,1,2,0,0,2,0,0,1,1,1,0,1,1,2,0,2,1,2,0
397,0,1,1,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,2,2,1,0,0,1,1,2,1,2,1,1,0,2,0,2,2,0,0,2,0,1,1,0,0,0,2,2,0,0,2,0,0,1,2,1,0,0,0,0,2,2,1,1,0,2,0,0,1,1,1,2,2,1,2,2,1
398,0,1,2,1,0,1,5,3,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,1,3,2,0,2,2,1,0,0,0,0,0,0,2,1,1,2,0,1,2,1,1,2,2,0,1,0,2,2,2,0,2,2,2,2,1,0,1,0,2,1,2,1,0,1,2,1,1,2,0,2,1,2,1,1,0,1,2,0,1,1
399,0,0,2,0,4,5,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,0,1,3,4,7,0,2,1,0,1,0,2,0,1,2,2,2,2,1,2,2,0,1,1,1,1,2,0,2,1,1,2,0,0,2,2,0,2,2,1,0,2,1,0,2,1,2,2,0,1,2,0,2,1,1,0,1,0,0,1
400,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,4,5,4,1,0,1,1,2,1,0,0,1,0,1,2,0,2,2,0,1,2,0,1,0,2,2,2,0,0,2,1,1,1,0,1,2,2,1,2,2,0,1,1,1,2,1,0,1,2,2,2,1,2,1,0,1,0,1
401,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,0,1,1,1,0,1,1,1,0,2,0,1,1,1,0,2,2,2,0,0,0,2,1,0,1,0,2,2,1,2,0,1,1,0,1,0,2,0,0,1,2,2,0,2,0,0,1,2,0,0,2,2,1,1,0,2,2,1,2
402,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,4,5,4,1,0,1,2,0,0,2,1,2,2,1,0,0,0,0,0,2,0,1,0,1,1,0,2,2,2,1,0,0,2,0,1,1,1,1,0,1,1,2,0,0,2,2,1,2,2,2,1,0,1,2,0,0,0,2
403,0,0,0,2,4,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,1,0,5,6,6,0,1,2,2,2,0,0,2,0,1,2,1,2,1,2,1,1,1,1,0,2,1,1,1,0,2,0,1,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,1,1,1,0,1,2,1,0,2,2,0,2
404,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,4,5,4,1,0,0,2,2,1,0,2,2,1,2,2,2,0,1,0,0,0,1,0,1,2,0,0,2,1,1,0,1,2,2,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,2,1,2,1,0,0,2,0,0
405,0,0,0,2,2,0,6,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,0,1,1,1,0,1,0,0,0,2,2,0,0,0,1,0,0,2,0,2,2,1,0,0,2,2,2,2,1,0,1,0,0,1,2,0,1,1,2,1,1,0,1,0,2,2,2,0,0,1,0,1,2,1,1,2,0,2,1
406,0,0,0,2,4,4,4,1,26,1,0,0,0,0,0,0,0,0,0,2,1,4,3,1,2,0,0,2,1,0,5,6,6,0,1,1,2,0,2,1,2,1,0,2,0,2,1,1,2,0,1,1,1,0,0,2,0,0,1,0,2,2,1,2,2,1,0,2,1,2,1,1,0,1,2,1,0,1,2,1,2,2,0,2,0,1,2,0
407,0,0,0,2,4,4,0,6,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,2,1,0,5,6,6,0,1,2,1,1,1,2,2,0,0,0,2,1,0,0,2,1,0,2,0,2,0,1,0,0,0,0,2,1,2,2,1,0,0,2,1,0,2,1,0,1,1,2,2,0,0,2,1,1,2,2,0,2,1,0
408,0,0,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,2,0,2,1,2,0,0,0,1,1,1,0,2,2,0,1,0,0,2,0,1,0,0,0,1,1,2,0,2,2,0,1,0,2,0,2,0,2,1,1,0,1,1
409,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,2,3,4,0,5,1,0,2,2,1,2,2,0,1,0,2,0,2,1,2,2,2,1,1,0,2,1,1,0,2,2,0,2,1,1,1,1,0,2,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,2,0,1,2
410,0,0,2,0,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,4,2,3,3,0,2,1,1,1,0,0,0,1,1,1,1,1,0,1,2,1,0,2,2,0,0,1,0,2,0,2,2,1,1,2,0,1,1,0,0,1,1,1,1,2,0,1,1,0,1,2,0,1,0,1,1,1,2,1
411,0,0,2,0,3,2,3,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,0,4,2,3,3,0,2,1,0,1,0,1,0,2,0,2,1,0,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,0,0,1,2,0,2,0,1,2,0,0,2,0,2,2,1,1,0,2,2,1,2,0,1,0,0,1
412,0,0,2,0,3,5,2,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,4,2,3,3,0,2,0,1,1,2,1,0,1,0,0,0,0,1,2,1,0,2,0,0,2,2,0,2,1,1,0,0,1,1,2,1,0,1,2,0,2,1,0,1,1,0,2,0,1,2,1,0,1,0,2,0,0,0,2
413,0,0,2,0,3,4,0,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,2,3,2,5,6,6,0,-1,1,1,1,0,0,2,0,2,1,1,0,1,2,0,2,2,2,1,1,2,1,1,0,1,2,0,1,1,0,1,0,1,0,1,1,2,0,1,0,1,0,0,1,2,0,2,2,2,1,0,2,0,1
414,0,0,0,2,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,1,0,5,6,6,0,1,1,0,1,1,1,0,1,2,1,2,1,0,2,0,0,2,2,0,1,1,2,0,0,1,0,1,2,0,1,2,2,2,0,0,2,1,0,2,2,2,1,1,2,2,1,0,0,0,1,0,0,1,2
415,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,4,5,4,1,0,2,1,2,1,1,2,0,2,0,1,2,1,1,2,0,0,0,2,1,2,0,1,1,0,2,2,1,1,1,0,0,1,2,1,1,0,2,0,2,2,0,0,2,0,1,2,2,1,0,2,0,2,2
416,0,1,1,3,1,3,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,2,3,4,0,5,1,0,1,2,1,2,1,2,2,2,1,0,1,0,0,0,0,1,0,2,1,0,2,2,0,1,2,2,2,0,0,0,2,2,0,1,2,0,1,1,1,1,1,0,2,1,2,1,2,2,1,0,2,0,1
417,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,4,5,4,1,0,0,1,0,0,2,1,1,1,1,2,2,0,1,0,1,2,2,2,2,1,2,0,2,2,0,0,0,2,2,2,0,0,1,2,2,2,2,0,2,2,2,1,1,0,1,0,0,1,0,0,1,2,2
418,0,0,2,0,4,5,2,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,4,2,3,3,0,2,2,1,0,1,0,1,1,2,1,0,2,2,1,1,0,2,2,2,0,2,0,2,0,0,0,1,2,1,2,0,1,1,2,2,2,1,1,1,2,1,1,1,0,0,2,1,0,2,0,1,1,0,2
