,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50
362,0,1,1,1,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,-1,1,1,2,2,0,0,2,0,2,1,1,1,2,2,0,0,1,2,0,0,1,0,1,1,0,2,2,0,1,2,0,1,0,2,1,0,1,0,0,1,0,2,2,1,0,0,2,1,0,1
363,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,-1,1,2,2,0,1,1,1,2,0,1,0,0,2,1,2,1,1,0,0,2,1,0,0,1,2,2,0,2,0,2,2,1,1,0,0,1,0,2,2,1,0,0,2,1,0,0,0,1,0,2
364,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,0,1,0,0,0,2,0,2,0,2,1,0,0,1,0,2,1,0,2,2,0,1,0,1,2,1,1,1,1,0,2,1,2,0,0,2,1,1,2,2,0,1,2,1,0,2,0,1,2,2,0,2,0,1
365,0,0,2,0,0,1,2,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,1,5,2,7,2,1,2,1,1,1,0,0,2,2,2,2,1,0,1,1,1,2,0,1,1,0,2,2,0,1,2,0,1,2,1,2,0,2,0,0,0,1,0,1,0,1,0,1,0,1,1,2,2,1,0,1
366,0,0,2,0,0,1,2,3,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,1,5,2,7,2,1,1,0,1,2,0,1,0,0,0,0,2,2,2,2,1,0,1,1,0,2,0,0,2,2,0,1,0,0,0,0,1,1,0,2,0,2,1,1,1,0,2,2,0,1,2,1,2,2,2,2
367,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,0,0,1,0,1,2,1,1,1,1,0,2,2,0,2,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,2,1,1,1,2,0,1,0,2,1,2,2,1,2,2,2,1,0,0,0,0
368,0,1,1,1,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,2,1,0,2,2,2,2,0,1,0,2,1,0,1,2,2,0,1,1,1,2,2,2,1,1,2,0,0,0,0,1,2,0,1,1,0,1,0,1,0,1,0,0,2,2,1,2,0,1,2,1
369,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,6,2,0,0,2,0,0,2,1,1,0,2,0,1,2,2,0,0,0,2,1,0,0,2,1,2,1,0,1,1,2,0,2,2,1,0,0,2,0,2,1,0,1,2,1,1,0,1,2,2,0,2,0,1
370,0,0,2,3,2,2,4,6,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,0,4,2,1,3,2,-1,0,2,1,0,2,1,1,0,1,0,0,1,1,1,0,1,2,0,0,2,1,2,0,1,0,2,2,1,1,1,1,0,2,1,2,1,1,1,1,1,2,0,1,2,2,2,2,0,0,0
371,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,0,1,0,0,1,1,0,2,1,1,0,1,2,2,2,2,0,0,1,2,1,0,0,1,2,1,1,1,1,1,1,0,0,2,1,1,1,1,2,0,0,0,0,0,2,0,0,2,1,1,1,0,2,1
372,0,0,2,3,2,2,4,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,4,2,1,3,2,1,0,0,2,1,2,1,2,0,2,2,0,2,2,0,1,1,0,1,1,1,0,2,0,0,2,2,1,0,1,1,1,2,2,2,2,1,2,0,2,1,0,1,2,2,0,2,1,1,1,0
373,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,0,2,0,2,1,2,0,2,0,2,2,1,2,2,1,0,2,1,1,1,2,2,0,1,0,1,1,2,1,2,1,1,0,1,2,0,0,0,2,2,2,1,1,2,1,2,2,0,1,2,1
374,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,3,3,0,5,4,1,2,1,2,1,1,2,1,0,2,2,1,1,2,2,2,2,1,2,0,2,2,1,0,2,0,2,1,2,1,1,0,2,2,0,0,2,2,0,1,2,1,2,2,0,1,2,2,1,0,1,0
375,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,0,1,2,1,0,0,1,2,0,1,2,0,2,1,0,1,1,2,2,2,0,2,0,2,2,2,1,2,2,2,2,0,2,1,0,2,2,1,1,2,2,2,0,1,1,0,1,1,0,2,0
376,0,0,0,2,1,0,2,3,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,2,3,1,5,2,7,2,1,1,2,0,1,1,2,1,2,2,0,0,0,1,0,2,1,1,0,2,2,1,1,0,2,1,1,0,0,0,2,0,0,2,2,1,0,2,0,0,1,1,1,0,0,2,1,2,0,2,0
377,0,0,0,2,1,0,1,0,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,0,1,0,-1,0,2,1,0,0,2,1,0,0,0,1,0,0,1,2,2,0,0,1,0,0,0,0,2,2,1,0,1,2,0,0,2,2,1,2,1,0,0,0,0,1,2,1,0,1,2,0,0,1,1
378,0,0,2,3,2,2,4,2,-1,1,0,0,0,0,0,0,0,0,1,1,3,2,1,1,2,0,0,2,0,4,2,1,3,2,1,1,1,2,2,1,0,2,1,0,1,2,2,2,0,1,0,1,0,0,0,2,2,0,2,1,2,2,0,0,1,1,1,0,2,0,1,0,1,1,2,2,1,1,2,0,1,1,2,1,2
379,0,1,1,1,3,5,3,4,-1,10,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,3,3,0,5,6,1,-1,1,0,0,0,0,2,1,1,1,0,2,2,1,1,0,2,1,0,1,2,2,2,1,1,0,1,1,2,2,0,2,0,0,0,1,2,1,0,1,2,1,0,0,1,0,0,0,0,0,1
380,0,0,2,3,2,2,4,6,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,0,2,0,4,2,1,3,2,-1,0,2,0,2,2,1,0,0,0,1,1,1,2,0,0,2,0,1,2,0,2,2,2,1,1,0,1,2,2,0,1,0,2,1,1,1,2,0,2,2,2,1,1,2,2,0,1,1,2,1
381,0,1,1,1,4,3,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,-1,1,2,1,1,0,1,0,1,0,0,0,0,2,0,0,1,1,1,2,2,1,1,0,1,1,1,2,2,0,1,1,1,1,2,1,0,1,0,0,2,1,2,2,0,0,0,0,1,0,1
382,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,0,1,0,0,0,0,0,2,1,2,1,2,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,2,1,0,1,2,2,2,1,0,2,2,0,0,1,1,0,1,0,2,0,2,1,2,0,0,1,0
383,0,0,2,3,2,2,4,6,31,13,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,4,2,1,3,2,-1,1,0,2,0,1,0,2,1,2,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,1,2,2,1,1,2,2,0,1,2,2,1,1,2,1,2,1,1,2,1,0,2,2,2,2,0
384,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,-1,1,2,1,0,2,1,1,0,2,0,1,1,1,2,2,1,0,1,1,1,2,1,0,2,1,1,1,2,1,1,0,0,0,0,2,0,2,0,0,0,1,2,0,2,1,1,0,0,2,2
385,0,1,1,1,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,2,2,1,0,1,0,0,2,2,2,0,0,1,0,2,0,1,1,0,0,1,1,1,1,2,1,1,0,2,0,2,0,2,1,0,1,0,2,1,0,1,2,1,2,0,0,0,1,2,2,1
386,0,1,1,1,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,2,0,1,0,1,2,1,0,0,1,1,2,2,0,1,2,1,0,2,0,2,0,1,0,0,2,1,0,0,1,2,0,1,1,0,2,2,0,1,0,2,1,2,0,2,1,1,2,0,2,2
387,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,0,0,0,0,1,0,0,2,0,2,2,0,2,0,0,2,1,1,2,1,1,1,2,0,1,1,2,0,0,0,2,1,0,2,0,0,0,1,1,1,2,2,0,2,2,1,2,0,2,0,2
388,0,1,2,0,0,4,5,5,-1,16,0,0,0,0,0,0,0,0,0,2,1,3,5,0,6,0,1,2,3,1,5,2,7,2,-1,0,0,1,1,2,1,0,1,0,1,1,2,0,0,2,1,1,2,0,2,0,1,2,2,1,2,2,0,1,2,2,2,2,0,0,0,0,1,0,1,2,1,1,2,2,2,2,2,1,0
389,0,0,2,0,0,4,5,5,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,0,4,5,2,7,2,1,1,2,1,1,1,0,2,0,2,2,0,0,2,1,1,1,0,1,2,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,1,1,1,2,2,0,1,0,2,2,1,2,1,1,2,2
390,0,0,2,3,2,2,4,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,4,2,1,3,2,1,2,0,0,2,2,2,1,2,1,1,1,0,2,1,2,2,0,1,1,2,2,2,2,0,1,0,0,1,2,0,1,2,0,2,0,1,1,1,1,1,0,0,0,1,1,2,2,2,1,0
391,0,1,1,1,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,2,2,0,0,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,0,2,2,2,2,2,2,1,2,1,1,0,1,0,2,0,2,0,0,0,1,1,0,1,2,1,2,2,0,2,1
392,0,1,1,1,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,2,0,2,2,1,0,2,2,0,2,2,0,0,1,2,0,2,2,0,0,2,2,2,2,0,0,2,1,0,2,1,1,1,0,2,1,1,2,2,2,0,2,0,2,0,1,0,1,2,1,1
393,0,0,2,3,2,2,4,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,4,2,1,3,2,1,1,2,0,0,0,2,2,2,1,1,0,0,1,2,1,1,1,0,0,1,0,1,2,0,0,2,2,2,2,2,0,0,1,2,2,0,0,1,1,2,0,2,2,0,2,0,2,0,0,2
394,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,0,0,0,0,1,2,2,2,0,1,2,0,0,1,0,2,0,0,0,1,2,2,0,2,1,0,1,0,0,1,1,2,0,1,1,1,1,1,1,0,1,0,2,1,2,2,0,0,0,2,1
395,0,0,2,3,2,4,5,2,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,0,4,2,1,3,2,1,0,0,0,0,0,2,1,2,0,2,0,0,1,1,1,0,1,1,0,1,0,2,2,1,0,1,0,2,1,2,2,2,0,0,0,1,0,2,0,0,1,0,1,2,2,1,0,2,2,0
396,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,3,3,0,5,6,1,2,0,2,1,2,2,0,0,1,0,2,0,2,2,0,2,1,1,1,2,0,0,0,1,0,1,0,0,2,2,0,2,1,2,2,0,0,0,2,1,1,1,0,0,0,2,1,2,2,2,1
397,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,-1,0,0,1,1,0,0,1,1,2,1,1,2,0,2,1,0,1,0,2,2,1,0,0,1,0,0,1,1,1,0,1,2,0,0,1,1,0,0,2,2,0,0,0,0,1,2,0,0,0,2
398,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,-1,2,2,1,2,1,1,2,1,0,2,0,0,2,2,2,1,1,1,0,0,1,1,2,1,2,2,1,0,1,0,0,0,1,2,1,0,2,2,1,1,2,2,0,2,0,1,0,2,2,0
399,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,3,3,0,5,6,1,2,0,1,2,2,1,1,0,0,2,2,0,0,1,2,2,2,2,1,2,1,2,0,1,2,1,1,1,1,0,0,0,2,0,0,1,0,2,0,2,0,1,0,0,2,2,2,0,2,2,0
400,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,0,1,0,0,1,1,2,2,0,2,0,2,2,1,1,1,1,2,0,1,0,0,2,2,2,2,2,0,1,2,2,2,1,1,0,0,2,0,0,1,1,1,1,1,0,2,0,0,1,1,0,2,1,2
401,0,0,2,3,2,4,2,2,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,0,4,2,1,3,2,1,1,0,1,0,0,1,0,0,2,0,1,0,1,1,2,0,2,1,1,0,2,2,0,1,0,2,0,2,0,2,0,1,0,2,2,0,0,1,0,1,1,2,2,0,0,2,2,0,2,1
402,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,0,1,0,0,0,2,1,1,2,0,1,0,0,1,2,1,0,1,2,2,1,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,2,1,0,2,0,1,2,0,2,2,2,1,1,0,2,0,1,2
403,0,0,2,0,0,4,2,5,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,0,1,5,2,7,2,1,0,2,0,1,0,2,1,1,0,2,1,0,2,1,1,1,2,1,1,1,2,1,0,1,1,1,1,2,2,1,2,1,1,1,0,0,0,1,2,1,2,0,2,1,1,1,1,2,1,2
404,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,6,2,0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,1,0,2,2,2,2,0,1,0,2,2,1,0,2,0,1,2,0,1,0,0,1,2,1,2,2,1,0,1,1,2,0,0
405,0,1,2,0,2,4,5,5,17,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,0,2,0,4,2,1,3,2,1,0,1,1,2,1,0,0,2,0,2,2,2,1,1,2,2,2,1,2,2,2,1,2,0,2,1,0,0,0,2,2,0,2,1,2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1
406,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,3,3,0,5,6,1,2,1,0,2,1,1,1,0,0,1,0,1,2,2,1,1,1,1,0,0,2,0,0,0,0,1,0,2,2,0,2,0,2,2,2,0,1,0,1,2,2,0,1,1,0,1,0,2,2,1,2
407,0,1,1,0,0,1,6,7,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,1,3,3,5,2,7,2,-1,1,1,0,0,2,2,0,2,0,1,0,1,0,0,2,1,2,2,1,1,2,1,0,0,1,0,1,0,0,2,0,1,1,1,1,2,0,2,2,2,1,0,2,2,0,1,1,0,2,1
408,0,0,2,3,2,2,4,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,4,2,1,3,2,1,1,2,2,0,2,2,0,0,2,0,0,0,1,1,1,0,1,0,1,0,1,1,2,1,0,0,2,2,0,0,0,1,2,2,1,0,0,2,1,0,1,0,0,0,0,0,2,1,0,0
409,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,6,2,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0,1,1,1,0,2,2,2,2,0,0,0,2,0,0,2,1,0,1,1,2,2,2,2,1,2,0,1,0,2,2,2,1,0
410,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,3,3,0,5,4,1,2,2,0,2,0,0,0,1,0,1,1,2,0,2,0,2,0,2,1,1,1,0,1,0,0,2,0,2,2,0,1,0,0,0,1,0,2,1,0,0,2,2,2,0,1,2,1,2,0,1,0
411,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,3,3,0,5,4,1,2,0,0,1,2,2,0,2,1,0,1,2,0,0,0,0,0,2,1,2,0,2,1,2,2,1,2,2,0,0,2,1,0,1,1,1,1,0,2,2,2,2,0,0,0,2,1,1,0,1,0
412,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,3,3,0,5,4,1,2,2,0,0,0,2,2,0,0,2,1,1,0,0,0,2,1,2,0,1,2,2,2,2,2,1,0,2,0,1,0,0,1,2,2,1,2,2,1,0,1,0,1,0,0,1,1,0,2,0,2
413,0,0,0,2,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,0,1,0,-1,1,1,2,0,2,2,1,0,1,0,1,2,1,0,0,0,1,2,0,0,2,0,1,1,1,1,0,1,1,2,2,1,0,1,1,0,1,1,0,2,1,0,2,2,1,2,1,1,0,2
414,0,0,2,3,2,4,2,2,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,0,4,2,1,3,2,1,0,0,1,1,1,2,2,2,0,2,2,0,1,1,1,0,1,2,2,0,1,2,1,0,1,1,2,0,0,0,1,2,0,2,1,1,2,0,0,1,0,0,2,2,0,1,1,2,1,2
415,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,0,1,0,0,0,2,2,1,0,2,0,2,1,2,1,2,1,2,2,0,2,0,0,0,2,1,1,0,2,1,0,2,0,0,1,2,2,0,2,0,2,0,0,0,0,0,2,0,1,2,2,0,1,0
416,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,6,2,0,0,2,1,2,2,2,1,0,0,2,0,2,1,0,2,1,1,2,0,1,0,1,0,1,2,1,1,1,0,2,0,0,1,2,1,2,2,1,0,0,1,1,2,1,1,2,1,1,0,2,1
417,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,0,1,0,0,1,1,0,1,0,1,0,1,2,1,1,0,2,0,2,2,0,2,1,0,2,1,1,1,2,1,0,2,1,0,1,0,0,1,0,0,2,1,2,1,1,0,2,2,2,2,1,0,1,1
418,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,3,3,0,5,4,1,2,1,0,0,0,0,0,1,1,0,1,2,2,1,0,1,1,2,1,1,2,1,0,0,1,2,1,0,1,0,2,1,1,0,2,0,1,2,2,2,2,2,0,1,0,2,0,2,2,0,0
419,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,3,3,0,5,6,1,-1,0,0,0,0,0,2,0,2,2,1,0,2,2,2,0,0,1,2,1,2,0,1,1,0,0,2,1,0,2,0,0,1,0,1,1,2,0,0,2,1,1,1,0,0,0,0,2,1,2,0
420,0,1,1,1,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,-1,1,1,0,1,0,0,2,1,2,0,2,1,2,2,2,0,1,0,2,0,2,0,2,0,2,1,1,0,1,1,0,0,2,0,2,1,2,2,2,1,1,0,0,1,0,1,2,1,0,0
421,0,1,1,1,3,5,3,4,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,1,3,3,0,5,6,1,-1,0,2,1,2,0,0,0,2,1,1,0,2,1,2,0,1,2,0,1,2,2,0,0,2,1,2,0,2,1,0,2,0,1,1,1,0,0,1,0,1,0,0,2,2,0,0,0,2,0,0
422,0,0,2,3,2,2,4,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,4,2,1,3,2,1,2,1,2,1,0,1,1,0,1,2,0,2,1,2,2,2,0,2,2,2,2,2,2,2,0,0,1,0,2,0,2,0,1,0,2,1,0,1,2,0,1,1,1,0,0,1,1,0,1,0
423,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,3,3,0,5,6,1,2,0,2,2,0,0,0,0,0,0,2,0,0,0,1,0,1,2,1,2,2,1,2,1,0,2,1,1,2,1,0,2,1,1,0,0,0,0,1,2,2,2,0,1,2,0,1,2,1,2,0
424,0,0,2,3,2,4,5,2,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,0,4,2,1,3,2,1,2,0,0,1,2,0,2,0,1,2,1,1,2,1,0,0,2,1,1,1,1,2,2,1,2,1,1,2,1,1,0,0,1,2,2,0,0,2,2,0,0,2,1,1,2,0,1,1,1,0
425,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,1,4,6,2,0,0,2,0,2,0,0,0,2,2,0,2,2,0,1,2,0,1,0,1,1,0,1,0,2,0,0,1,0,1,2,1,0,0,2,0,2,1,0,2,2,2,2,2,2,2,1,2,2,2,0,1
426,0,1,1,1,3,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,3,3,0,5,6,1,2,1,0,1,1,0,0,1,1,2,1,1,2,2,1,2,2,1,1,0,2,0,2,1,1,0,0,0,2,0,2,2,2,1,1,0,0,1,1,2,2,0,0,0,0,2,1,1,2,2,0
427,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,-1,2,1,2,2,1,2,2,1,0,0,1,1,1,2,1,0,1,1,1,1,0,1,0,0,0,2,2,0,2,1,2,1,0,2,1,2,1,0,0,1,1,1,1,2,0,2,1,2,0,0
428,0,1,1,1,3,5,3,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,1,3,3,0,5,4,1,-1,2,0,0,1,1,1,1,2,0,0,0,2,2,2,0,2,2,2,1,0,0,2,1,1,1,0,2,2,0,0,0,0,2,1,0,2,1,0,2,0,2,1,1,0,2,2,2,0,2,2
429,0,1,1,1,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,2,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,2,2,2,1,0,0,1,0,0,0,0,0,0,1,2,0,2,2,0,2,2,2,1,1,2,1,0,0,1,2,1,2,2
430,0,1,1,1,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,2,0,2,2,1,1,2,1,0,1,2,1,2,2,1,2,2,0,0,2,1,2,0,2,2,1,1,1,2,1,1,0,0,0,0,0,1,2,1,1,2,0,2,1,2,0,0,2,1,2,2
431,0,0,2,0,0,1,6,3,33,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,3,1,5,2,7,2,1,2,0,2,1,1,2,1,0,2,1,2,1,0,2,2,0,1,2,1,1,2,1,1,2,1,1,1,0,1,2,2,2,1,0,1,2,0,0,0,2,2,2,1,1,2,2,1,2,0,2
432,0,1,1,1,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,0,3,3,0,1,2,2,1,1,0,0,0,0,2,2,1,2,0,1,0,1,0,0,0,2,2,1,1,0,2,2,2,0,0,2,2,2,2,0,1,2,2,0,1,1,1,0,1,0,1,1,2,1,1,1,1
433,0,0,0,2,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,-1,1,0,0,0,1,2,0,0,0,0,1,0,2,0,2,1,0,1,1,0,0,2,2,2,0,1,2,0,1,0,1,0,2,0,2,1,2,0,1,1,0,0,2,0,0,2,1,0,0,0
434,0,0,2,3,2,2,5,6,-1,-1,3,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,4,2,1,3,2,-1,0,2,0,0,0,2,1,1,2,2,2,1,1,0,1,2,2,2,2,0,1,0,2,2,0,1,0,1,2,1,0,1,1,0,1,2,1,0,0,2,1,0,1,1,1,0,1,2,0,2
435,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,1,4,5,0,0,1,0,2,0,1,2,0,2,1,1,0,0,2,0,0,1,1,2,1,0,1,2,1,0,1,0,0,2,0,2,2,2,0,1,1,1,2,1,0,1,2,1,0,1,0,2,1,2,1,2
