,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53,random_model_n54,random_model_n55,random_model_n56,random_model_n57,random_model_n58,random_model_n59,random_model_n60,random_model_n61,random_model_n62,random_model_n63,random_model_n64
308,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,2,5,6,0,1,0,2,2,2,2,2,0,0,0,2,1,2,0,2,0,1,2,2,2,1,2,2,0,0,1,0,0,0,2,2,2,0,1,1,2,2,2,2,0,1,2,1,0,2,2,1,2,1,2,0,0,0,0,2,1,0,1,0,2,1,1,1,1,2
309,0,0,0,2,2,4,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,2,2,6,2,0,1,2,0,2,1,1,0,0,0,0,2,2,1,0,1,2,1,1,2,1,1,1,1,2,1,2,0,1,0,0,0,0,2,1,2,0,2,1,1,1,1,0,0,0,1,1,1,1,2,2,0,0,0,1,1,2,2,0,2,1,1,2,1,1,2
310,0,0,2,3,3,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,2,4,0,3,7,1,2,0,1,0,0,2,0,0,2,1,0,2,2,2,0,1,2,0,0,1,0,2,0,1,0,0,1,0,0,0,2,0,2,2,0,1,0,1,2,0,0,1,0,1,2,2,2,2,1,0,0,0,1,1,1,2,0,1,1,2,2,2,1,2,0
311,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,2,2,0,2,1,0,2,0,0,0,2,2,2,2,1,1,1,1,0,0,1,0,0,1,2,1,2,0,2,2,1,0,1,2,1,1,0,0,1,0,0,0,2,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,0,1,0,2
312,0,1,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,4,4,4,2,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,2,1,1,2,1,2,2,1,1,2,2,0,2,1,1,0,1,0,0,2,0,2,0,0,0,1,1,1,1,1,2,1,0,0,2,2,0,0,1,0,0,1,1,2,0,2,0,2,1,0
313,0,0,0,2,2,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,0,1,2,2,5,6,0,1,1,0,2,2,0,2,1,1,0,2,0,0,1,0,2,2,0,0,0,0,1,2,1,2,0,0,2,2,0,0,2,2,1,1,1,2,1,0,1,0,2,1,0,0,2,2,2,0,0,2,1,0,0,0,2,1,1,1,0,2,0,2,0,1
314,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,0,1,2,2,2,2,0,1,1,1,0,2,1,2,1,2,0,2,2,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0,2,0,1,0,2,2,2,1,0,2,1,1,0,0,2,0,1,1,0,2,2,1,1,2,1
315,0,1,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,0,0,2,2,1,1,1,2,2,2,2,1,1,2,1,0,0,0,1,1,0,2,1,1,1,0,0,1,1,1,1,1,1,2,1,2,2,2,0,1,1,1,0,1,2,1,0,0,0,1,1,2,2,0,2,0,0,0,1,0,1,1,1,1
316,0,0,0,2,2,4,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,2,6,2,0,1,2,2,2,2,2,1,2,1,2,2,0,2,1,0,1,2,2,2,2,0,0,2,1,0,1,2,0,1,0,2,0,2,0,1,2,1,0,1,1,1,0,1,0,1,1,1,1,1,2,0,2,1,2,2,1,2,0,0,2,2,2,0,1,0
317,0,1,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,3,3,4,4,4,2,0,0,2,1,0,0,2,0,1,1,2,0,2,0,0,1,0,2,2,1,0,0,2,1,1,0,2,1,0,1,1,0,0,2,2,1,0,2,1,0,2,0,0,0,0,2,1,2,2,0,1,1,2,1,0,2,0,2,2,0,0,2,2,1,0
318,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,0,2,1,0,1,0,0,1,0,0,2,2,2,1,0,0,2,2,1,0,0,0,0,0,0,0,2,2,2,1,0,1,1,2,1,1,0,1,1,1,0,0,2,2,2,1,0,2,2,0,1,1,0,2,0,0,0,1,2,2,0,1,2,1
319,0,0,2,0,0,3,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,2,0,3,0,5,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,2,0,1,2,2,1,2,1,1,1,2,1,1,1,1,2,0,0,1,2,2,0,0,2,2,0,0,2,0,1,2,0
320,0,0,2,3,3,0,0,5,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,0,1,2,4,0,3,7,1,2,1,0,1,1,1,2,0,0,0,2,0,2,1,1,0,1,1,2,0,2,2,0,1,1,1,1,1,2,1,2,1,1,1,0,0,1,0,2,2,1,1,2,0,0,2,1,1,2,0,2,2,1,1,1,2,1,2,0,0,2,2,2,0,2
321,0,1,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,4,4,4,2,0,1,2,2,0,0,1,1,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,2,2,1,2,2,0,0,0,0,2,0,0,2,2,0,1,2,0,0,0,2,2,2,2,0,0,1,0,2,0,0,2,0,1,0,2,1,0,1,0,0,2
322,0,0,2,3,3,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,2,4,0,3,7,1,2,2,2,0,0,1,1,2,0,2,1,0,1,2,1,2,1,1,0,1,1,1,1,2,1,1,1,2,2,2,1,2,1,0,2,2,0,2,2,0,2,0,2,2,2,2,2,1,2,2,2,1,0,2,1,0,0,0,0,0,0,2,1,1,0
323,0,0,0,2,2,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,0,1,2,2,6,2,0,1,0,2,2,0,0,1,1,2,1,0,0,2,2,1,2,1,1,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,2,2,2,1,2,1,2,2,2,2,1,1,1,0,2,1,2,2,2,0,2,0,1,0,2,1,0,0,0,1,2,1
324,0,0,2,3,3,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,2,4,0,3,7,1,2,2,0,2,0,0,1,0,1,0,2,0,0,2,2,2,1,2,0,1,1,2,0,1,1,1,1,0,0,0,0,0,2,1,2,0,0,2,0,2,1,0,1,0,1,1,1,2,2,2,0,2,2,1,1,2,0,1,2,0,0,1,1,0,0
325,0,0,0,2,2,4,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,2,6,2,0,1,1,0,2,0,0,1,1,0,0,1,1,0,1,0,2,1,2,1,2,0,0,2,1,1,1,0,2,1,0,0,0,0,2,0,1,2,0,1,2,2,0,1,1,0,0,2,1,2,2,0,2,2,0,0,1,0,1,1,2,0,0,1,0,2
326,0,0,2,3,3,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,2,4,0,3,7,1,2,1,1,1,0,0,1,0,0,0,1,2,2,0,2,0,2,0,0,1,1,1,0,1,0,0,0,0,2,1,2,0,2,0,0,1,2,0,2,0,1,1,0,0,1,0,0,0,1,2,0,2,2,1,1,1,0,2,1,0,0,2,1,0,2
327,0,0,0,2,2,4,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,2,2,6,2,0,1,1,1,2,0,1,0,1,1,1,0,1,2,2,0,2,1,1,1,2,2,1,2,0,0,2,1,1,2,2,2,2,2,0,2,0,0,0,1,2,0,1,2,1,1,0,2,0,2,0,1,1,0,0,2,1,1,0,1,0,0,1,2,2,1
328,0,1,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,1,2,0,1,0,0,2,2,1,1,2,2,1,0,0,0,0,2,2,1,2,1,0,1,0,2,1,1,2,1,1,1,1,2,2,1,0,2,2,1,0,0,1,2,2,1,1,2,1,0,1,2,0,1,0,0,2,0,2,2,0,1,1,1
329,0,0,2,0,0,3,5,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,2,0,3,0,5,1,2,1,1,2,0,0,0,0,2,0,0,1,2,0,1,0,1,0,2,0,1,2,2,0,1,0,2,1,0,2,2,0,2,2,0,1,1,0,0,0,1,1,1,1,1,2,2,2,0,2,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1
330,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,5,5,6,0,1,1,1,1,1,1,1,1,0,2,0,1,2,0,2,1,1,1,1,1,0,1,0,2,1,1,2,0,0,0,2,0,1,2,1,2,0,0,1,1,0,0,1,0,2,0,2,1,2,0,2,0,1,2,0,2,1,0,1,1,1,1,2,0,2
331,0,0,0,2,2,4,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,2,2,6,2,0,1,0,1,1,0,2,0,2,0,1,2,0,0,2,2,2,0,2,2,2,2,0,2,1,0,0,1,1,2,2,2,0,2,1,1,2,0,1,1,0,0,0,2,0,2,0,2,0,2,2,1,0,0,1,0,0,0,2,2,2,0,1,1,0,2
332,0,0,0,2,2,2,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,5,1,3,0,1,2,2,2,0,2,2,1,0,0,2,0,1,0,1,2,0,1,2,0,1,1,0,2,1,0,1,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,2,2,1,1,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,2,0,0
333,0,0,2,3,3,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,2,4,0,3,7,1,2,1,1,2,0,1,2,1,0,1,2,2,1,0,0,2,1,2,1,0,2,2,0,0,1,1,0,0,0,2,1,0,0,0,1,2,2,2,0,1,2,2,0,2,1,0,0,2,2,1,1,0,0,1,1,0,0,1,2,2,1,1,1,1,1
334,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,2,2,1,2,0,1,1,1,0,2,1,0,2,1,0,0,0,1,2,2,2,1,1,1,0,0,2,0,0,1,2,2,0,0,1,2,1,2,2,1,2,2,1,0,1,0,2,1,2,2,0,2,2,2,0,2,2,1,2,2,1,0,0,0
335,0,0,0,2,2,2,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,2,6,2,0,1,2,0,0,1,1,1,1,2,0,0,0,2,0,1,2,0,2,0,2,1,1,2,0,2,0,2,1,0,0,1,2,0,2,0,2,0,0,1,0,2,1,0,1,1,1,0,1,1,0,1,0,0,2,0,0,1,2,2,1,0,1,1,2,2
336,0,0,0,2,2,2,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,5,1,3,0,1,2,1,0,0,0,0,1,2,2,2,0,2,1,0,2,1,0,0,2,1,2,2,1,0,0,2,2,1,1,2,1,0,1,0,0,0,0,1,1,2,1,0,2,2,1,0,2,1,1,1,1,0,1,2,0,2,2,2,2,2,1,1,1,2
337,0,0,2,3,0,3,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,2,0,3,0,7,1,2,2,2,2,0,0,1,1,0,0,2,2,0,0,1,1,1,0,0,2,0,1,2,2,1,0,2,1,1,1,0,0,2,0,1,2,0,2,0,0,2,1,1,1,1,0,2,0,0,2,2,1,1,1,0,2,2,0,1,2,1,0,1,1,0
338,0,0,0,2,2,4,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,2,2,6,2,0,1,0,1,0,0,0,2,2,1,0,0,0,2,2,1,0,2,2,1,1,1,1,2,2,1,1,1,2,0,1,2,0,1,1,1,2,0,0,2,1,0,1,0,2,0,1,0,1,0,1,0,0,2,1,1,1,2,1,0,1,2,2,0,0,0
339,0,1,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,2,2,1,2,0,0,0,1,2,2,1,2,1,0,0,0,0,0,2,0,0,0,1,2,1,1,1,1,0,2,0,2,0,2,0,1,2,2,0,1,0,2,2,2,1,0,1,0,0,2,0,1,0,1,1,1,0,2,1,2,2,1,1,0
340,0,0,2,0,0,3,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,2,0,3,0,5,1,2,1,2,0,2,2,2,0,2,0,0,2,1,1,2,1,1,2,0,1,0,0,1,2,2,1,2,1,0,2,1,1,2,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,2,1,0,1,1,1,2,2,2,1,0,2,0,1,0
341,0,1,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,4,4,4,2,0,0,1,2,0,1,2,0,0,0,2,0,2,2,2,2,1,0,1,0,2,0,1,0,1,2,0,2,0,2,1,2,2,1,0,0,1,2,0,2,0,0,1,1,2,0,1,2,2,2,2,0,1,2,2,0,2,2,1,1,2,0,1,1,0
342,0,1,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,4,4,4,2,0,1,2,1,1,2,1,2,1,0,0,0,2,2,0,0,0,1,2,2,0,0,1,1,2,2,1,0,2,1,0,1,2,2,2,1,0,2,2,2,1,1,2,2,2,0,2,1,0,1,0,2,0,0,0,2,1,2,0,0,2,2,0,2,0
343,0,0,2,0,0,3,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,2,0,3,0,5,1,2,2,2,2,0,0,2,0,2,0,2,1,1,0,0,1,0,1,2,1,0,1,2,2,2,2,0,1,2,1,0,2,0,0,0,1,1,1,1,0,2,0,0,2,2,0,0,2,2,2,2,1,0,0,1,0,2,1,2,1,1,2,1,1,1
344,0,0,0,2,2,2,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,2,6,2,0,1,1,0,1,2,1,1,1,0,1,0,0,2,1,2,2,1,2,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,0,1,2,1,2,0,1,0,2,0,2,1,1,2,1,2,1,0,2,2,2,0,0,2,0,0,1,1,2,2,0,2
345,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,1,0,2,0,1,0,2,1,0,0,2,0,1,0,1,1,1,0,1,1,0,2,1,0,2,1,2,1,2,2,1,0,1,2,1,1,0,2,0,2,1,1,2,0,2,0,1,2,2,1,0,1,2,2,1,1,1,0,2,0,0,1,2,0
346,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,2,5,6,0,1,0,0,2,1,1,1,0,0,0,1,0,2,1,0,1,0,2,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,2,1,0,2,0,2,2,0,2,0,2,2,0,0,2,2,1,2,0,1,1,2,2,2,0,0,0,1,0,2,0,1
347,0,0,2,3,3,0,0,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,2,4,0,3,7,1,2,0,0,2,0,2,1,1,2,1,1,2,2,0,0,0,0,2,2,1,2,2,0,1,2,2,2,0,0,2,1,2,2,2,0,1,1,2,1,2,0,0,2,2,0,0,2,0,1,1,2,0,0,1,1,1,0,2,1,1,0,0,0,1,2
348,0,0,2,3,3,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,2,4,0,3,7,1,2,2,1,1,1,0,1,0,2,1,2,1,0,1,1,2,2,1,2,0,0,2,0,1,0,1,2,0,0,1,1,0,1,0,2,1,1,2,2,1,2,2,0,0,1,2,1,1,1,2,0,2,1,2,1,2,1,1,1,2,1,2,2,1,0
349,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,0,1,2,1,2,0,2,1,1,2,0,2,1,1,2,2,1,2,2,0,2,0,2,2,1,2,1,2,2,2,2,1,2,2,0,1,0,2,0,2,1,1,2,2,2,0,0,1,1,2,0,0,2,1,2,1,2,0,2,0,2,2,0,0
350,0,0,0,2,2,2,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,5,1,3,0,1,2,2,1,0,1,2,0,0,1,2,1,1,0,2,2,0,1,0,0,2,1,1,0,2,0,2,1,2,0,1,0,0,1,0,2,0,2,1,0,2,0,1,2,2,1,2,0,1,0,1,2,1,0,2,0,2,2,2,1,0,1,0,2,2
351,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,5,5,6,0,1,1,2,1,2,2,0,2,1,1,1,2,0,0,2,2,1,2,2,2,0,2,2,0,1,1,2,0,2,1,1,2,1,1,0,0,1,1,2,0,1,2,0,1,1,1,1,0,0,1,2,0,0,0,1,2,1,1,1,0,1,2,1,2,2
352,0,0,2,3,3,0,5,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,1,2,4,0,3,0,1,2,1,0,2,1,1,1,0,2,2,2,2,0,2,1,1,1,0,0,0,1,0,1,2,2,1,0,0,1,2,0,0,0,2,1,2,1,0,1,2,1,2,0,1,0,0,1,1,1,0,0,2,1,2,2,1,2,1,2,0,0,2,2,1,1
353,0,0,0,2,2,4,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,2,6,2,0,1,2,2,0,2,1,0,0,1,2,2,0,0,0,1,0,1,2,2,2,2,2,1,1,0,0,1,2,2,0,2,1,1,0,2,2,2,1,2,2,2,0,1,1,0,2,0,2,0,2,0,2,2,0,2,2,2,1,1,1,2,0,0,2,2
354,0,0,0,2,2,4,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,2,2,6,2,0,1,2,2,2,1,0,2,0,1,1,2,0,0,1,1,0,2,2,2,1,2,1,0,2,1,0,0,1,0,0,2,1,0,1,0,1,1,2,1,0,0,2,1,2,1,0,2,0,2,1,1,2,1,2,0,2,0,2,1,2,1,2,0,0,1
355,0,0,0,2,2,2,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,5,1,3,0,1,2,1,0,1,0,1,2,0,1,2,2,1,0,2,1,2,0,1,2,1,2,0,0,2,2,1,1,2,0,1,2,1,0,1,2,1,1,2,0,0,2,0,2,0,1,1,1,1,2,2,2,1,0,0,0,0,2,1,1,0,2,1,1,1
356,0,0,0,2,2,2,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,5,1,3,0,1,1,2,1,1,2,0,0,2,0,2,2,0,1,1,1,1,0,2,2,1,0,1,2,1,0,2,1,1,0,1,2,1,1,1,2,2,0,1,2,2,2,2,0,1,2,0,2,0,2,1,0,2,2,0,2,1,0,1,0,0,2,2,1,1
357,0,0,2,0,0,3,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,2,0,3,0,5,1,2,0,1,0,0,1,0,1,2,1,2,2,2,2,1,1,2,2,0,0,1,1,2,1,2,1,2,1,2,0,2,1,1,2,0,0,1,1,0,0,2,1,0,0,2,0,2,0,0,0,2,0,1,2,2,0,2,0,2,2,0,0,1,0,1
358,0,0,2,0,0,3,3,4,3,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,1,2,0,3,0,5,1,2,1,2,2,0,1,0,1,2,2,1,2,0,0,2,2,2,2,2,2,2,0,2,2,1,1,0,2,0,0,2,1,2,1,2,0,2,1,0,0,0,2,0,1,2,1,1,2,0,0,2,0,1,0,1,2,2,2,2,2,0,1,2,1,0
359,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,2,6,2,0,1,0,2,1,1,2,0,1,1,1,1,0,0,0,2,2,2,2,0,2,0,2,2,0,2,0,0,2,1,1,1,2,0,1,1,1,1,2,0,1,0,2,2,2,2,0,0,0,1,2,2,2,0,0,2,1,1,0,2,1,2,0,2,1,1
360,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,1,0,0,2,0,0,0,2,0,1,1,2,1,1,2,1,2,2,0,1,1,0,2,1,0,0,1,0,0,2,1,1,2,2,2,2,1,0,0,1,2,0,1,1,1,2,0,1,2,0,1,1,1,0,2,2,0,1,2,2,2,0,0,2
361,0,0,2,3,3,0,5,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,2,4,0,3,7,1,2,1,1,1,0,1,1,1,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,2,1,2,1,0,1,2,1,2,1,0,1,0,2,2,1,2,0,2,1,0,2,1,1,0,1,1,1,1,1,2,2,1,1,0,1,0
362,0,0,2,0,0,3,5,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,2,0,3,0,5,1,2,0,0,2,0,1,0,2,0,2,1,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,0,1,2,0,0,2,1,0,2,2,1,2,1,1,2,0,0,0,0,2,0,0,2,2,2,2,2,1,2,1,2,1,2,0,1,1,1,0,0
363,0,0,0,2,2,2,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,5,1,3,0,1,1,0,1,1,1,0,2,0,1,0,0,2,2,2,0,2,1,0,2,1,0,1,0,2,0,2,2,0,2,0,1,2,0,2,0,0,2,1,2,2,2,0,1,0,0,2,0,2,1,1,0,0,0,2,2,1,2,0,1,0,0,1,1,1
364,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,5,5,6,0,1,2,0,2,2,1,2,0,1,2,0,2,2,2,2,2,0,1,0,0,2,0,1,2,0,0,0,1,2,1,2,1,2,1,0,1,0,2,2,2,1,1,0,2,0,0,1,2,1,0,1,0,2,0,0,2,1,2,2,1,2,0,1,0,0
365,0,0,2,0,0,3,5,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,2,0,3,0,5,1,2,1,0,2,2,0,1,0,2,2,2,2,0,0,2,2,1,2,2,1,0,2,2,2,1,2,0,2,1,2,0,1,0,2,0,1,1,0,1,2,1,0,0,0,0,0,0,2,0,2,1,2,2,2,2,0,0,0,0,2,2,2,0,1,0
366,0,0,2,0,0,3,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,2,0,3,0,5,1,2,0,2,0,0,1,2,0,0,1,2,1,1,1,0,1,2,0,1,1,1,1,2,1,1,0,0,2,0,2,1,1,2,2,2,2,2,2,1,1,0,1,1,2,1,1,0,2,0,1,2,2,2,0,0,2,0,2,1,1,1,1,0,1,1
367,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,2,1,2,0,2,1,0,2,0,0,0,2,2,0,1,0,1,0,1,0,2,1,2,2,1,2,1,2,0,2,1,0,2,1,1,2,0,0,0,2,0,2,1,2,1,0,0,0,2,2,1,1,0,0,2,0,0,2,0,0,2,2,2,0,0,2,2,2
368,0,0,0,2,2,2,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,5,1,3,0,1,2,2,0,0,1,0,1,2,0,1,1,2,1,1,0,1,0,0,0,2,1,1,2,0,0,1,1,0,1,2,1,0,0,0,0,2,2,1,2,1,1,1,2,1,2,2,0,0,0,0,0,1,1,1,0,2,1,1,1,1,1,2,2,0
369,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,1,2,2,5,6,0,1,0,1,1,0,2,0,2,1,2,0,2,1,0,1,1,1,0,0,1,1,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,1,1,2,2,0,0,1,2,2,1,0,1,0,1,1,2,2,1,2,2,1,2,2,1,1,2,1,0
370,0,0,2,3,3,0,0,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,2,4,0,3,7,1,2,1,0,0,1,1,1,1,0,0,1,1,2,0,0,2,1,0,2,2,0,0,0,1,1,0,0,2,0,2,2,0,2,0,0,2,0,0,1,0,0,1,2,0,0,2,1,2,1,1,2,1,1,2,0,1,0,1,0,0,1,0,1,0,2
